date,north,middle,south,total,redzone
20190803,0.04758437500000008,0.07811250000000003,0.007681249999999972,0.1333781250000001,0.03521249999999997
20190804,0.05029375000000008,0.07814062500000002,0.008599999999999972,0.13703437500000007,0.03966874999999997
20190805,0.05257500000000008,0.08415312500000002,0.011203124999999972,0.14793125000000007,0.03367499999999997
20190806,0.053368750000000076,0.09778437500000003,0.015037499999999971,0.1661906250000001,0.027668749999999968
20190807,0.05251875000000007,0.11300937500000002,0.018940624999999968,0.18446875000000007,0.03166562499999996
20190808,0.05114687500000008,0.12111250000000001,0.02156562499999997,0.19382500000000008,0.04304687499999996
20190809,0.049703125000000084,0.12005625,0.02205937499999997,0.19181875000000007,0.05188124999999996
20190810,0.04807187500000008,0.115184375,0.020228124999999972,0.18348437500000006,0.05239999999999996
20190811,0.047003125000000076,0.11223750000000002,0.017165624999999973,0.17640625000000007,0.04777499999999997
20190812,0.04734687500000008,0.11339375000000002,0.015321874999999971,0.17606250000000007,0.04534687499999997
20190813,0.048462500000000075,0.118528125,0.01656249999999997,0.1835531250000001,0.04886562499999997
20190814,0.04894062500000008,0.125340625,0.020906249999999967,0.1951875000000001,0.05389999999999997
20190815,0.04830312500000008,0.12640625,0.027434374999999962,0.20214375000000012,0.05234374999999997
20190816,0.046884375000000075,0.117446875,0.03535312499999996,0.19968437500000008,0.04418437499999996
20190817,0.044871875000000075,0.10885,0.043743749999999956,0.1974656250000001,0.03953749999999996
20190818,0.042156250000000076,0.11171875,0.049924999999999956,0.2038000000000001,0.04521562499999996
20190819,0.038971875000000086,0.11968125000000002,0.05057187499999996,0.2092250000000001,0.05473749999999997
20190820,0.036271875000000085,0.12025625000000002,0.04589687499999996,0.20242500000000008,0.05769999999999997
20190821,0.03448750000000009,0.11348125000000002,0.03885312499999996,0.18682187500000008,0.05402187499999997
20190822,0.03275312500000008,0.10881250000000002,0.03140624999999996,0.17297187500000008,0.050346874999999965
20190823,0.03057187500000008,0.10943437500000003,0.02484687499999996,0.1648531250000001,0.048274999999999964
20190824,0.028778125000000078,0.10775625000000003,0.02001874999999996,0.15655312500000007,0.04494374999999996
20190825,0.028375000000000077,0.09804687500000002,0.01623437499999996,0.14265625000000007,0.039509374999999965
20190826,0.029525000000000075,0.08552187500000002,0.012668749999999958,0.12771562500000005,0.03203749999999997
20190827,0.03148437500000008,0.07873437500000002,0.009356249999999958,0.11957500000000007,0.022865624999999966
20190828,0.033287500000000074,0.08124687500000002,0.006356249999999957,0.12089062500000008,0.019084374999999966
20190829,0.034721875000000076,0.09213750000000001,0.003953124999999958,0.13081250000000008,0.02987499999999996
20190830,0.03658125000000008,0.107340625,0.002665624999999959,0.1465875000000001,0.049037499999999956
20190831,0.03959687500000008,0.12372187500000001,0.0024249999999999584,0.16574375000000008,0.05896562499999996
20190901,0.04320312500000008,0.14305625000000002,0.003137499999999959,0.18939687500000008,0.05661249999999996
20190902,0.04615937500000007,0.16341250000000002,0.0054562499999999585,0.21502812500000007,0.05486249999999996
20190903,0.04792812500000007,0.17319062500000001,0.010043749999999959,0.23116250000000005,0.05808749999999996
20190904,0.04869375000000008,0.165596875,0.016131249999999958,0.23042187500000005,0.05972187499999995
20190905,0.04862187500000008,0.15035937500000002,0.02129062499999996,0.22027187500000006,0.059187499999999955
20190906,0.04756562500000008,0.14201875,0.02336874999999996,0.21295312500000005,0.06005624999999996
20190907,0.045871875000000076,0.143384375,0.02209687499999996,0.21135312500000006,0.06105312499999996
20190908,0.04516250000000008,0.14570937499999997,0.01889999999999996,0.20977187500000005,0.06078749999999995
20190909,0.046562500000000076,0.142790625,0.01580937499999996,0.20516250000000008,0.060349999999999945
20190910,0.048465625000000075,0.137590625,0.01398124999999996,0.20003750000000006,0.05903437499999994
20190911,0.04867500000000007,0.1321375,0.01357499999999996,0.19438750000000005,0.05455312499999994
20190912,0.04776562500000007,0.12384375,0.01495624999999996,0.18656562500000007,0.04817187499999994
20190913,0.04741562500000007,0.11420312500000002,0.01902812499999996,0.18064687500000004,0.04507812499999994
20190914,0.047587500000000074,0.10754687500000001,0.025968749999999957,0.18110312500000006,0.04603749999999994
20190915,0.04754375000000007,0.1037,0.03358437499999996,0.18482812500000007,0.04674999999999994
20190916,0.04709375000000007,0.101159375,0.038812499999999965,0.18706562500000007,0.04741874999999994
20190917,0.04609687500000007,0.10138125,0.04103749999999997,0.18851562500000008,0.05041874999999994
20190918,0.04422187500000007,0.1033375,0.041268749999999965,0.18882812500000007,0.05203124999999994
20190919,0.04145625000000007,0.10202499999999999,0.039640624999999964,0.18312187500000005,0.048918749999999935
20190920,0.03858125000000007,0.09527187499999999,0.036106249999999965,0.16995937500000005,0.043881249999999934
20190921,0.03641562500000006,0.08546875,0.030859374999999967,0.15274375000000007,0.038203124999999935
20190922,0.03491562500000007,0.077815625,0.023603124999999968,0.13633437500000006,0.030187499999999937
20190923,0.03393437500000007,0.077246875,0.015143749999999966,0.12632500000000005,0.022128124999999936
20190924,0.03419375000000007,0.083303125,0.007965624999999966,0.12546250000000006,0.020334374999999936
20190925,0.03664687500000007,0.092278125,0.003609374999999965,0.13253437500000007,0.029149999999999936
20190926,0.04095000000000007,0.10285625000000001,0.0018031249999999653,0.14560937500000007,0.04409374999999994
20190927,0.04542187500000007,0.11479062500000001,0.0021718749999999655,0.16238437500000008,0.05231562499999995
20190928,0.04876562500000007,0.126503125,0.005137499999999966,0.18040625000000007,0.04789687499999995
20190929,0.05075000000000007,0.13590624999999998,0.011337499999999966,0.19799375000000008,0.04059062499999996
20190930,0.051668750000000076,0.141296875,0.020334374999999964,0.21330000000000007,0.041678124999999955
20191001,0.05213750000000007,0.14399687499999997,0.02978749999999996,0.22592187500000005,0.05090937499999995
20191002,0.05251250000000007,0.148915625,0.03629062499999996,0.2377187500000001,0.06100312499999994
20191003,0.05265312500000007,0.15998125000000002,0.03749687499999996,0.2501312500000001,0.06712812499999994
20191004,0.052581250000000065,0.17381875000000002,0.03376874999999996,0.2601687500000001,0.06901249999999995
20191005,0.052125000000000074,0.17715625,0.02745937499999996,0.25674062500000017,0.06771874999999994
20191006,0.05041875000000007,0.16013749999999996,0.02097499999999996,0.23153125000000013,0.06336562499999995
20191007,0.04703750000000008,0.13258749999999997,0.016409374999999962,0.1960343750000001,0.055221874999999955
20191008,0.04308437500000008,0.11354687499999999,0.015574999999999962,0.17220625000000012,0.04644062499999996
20191009,0.04050000000000008,0.109315625,0.018478124999999963,0.16829375000000013,0.04341562499999995
20191010,0.04024375000000008,0.113884375,0.022781249999999965,0.1769093750000001,0.046096874999999954
20191011,0.041428125000000066,0.121559375,0.026353124999999963,0.1893406250000001,0.049953124999999945
20191012,0.04261250000000007,0.12791249999999998,0.029274999999999964,0.1998000000000001,0.05344999999999994
20191013,0.04331562500000008,0.129490625,0.032134374999999965,0.2049406250000001,0.055806249999999946
20191014,0.04387500000000008,0.1291,0.03429999999999996,0.2072750000000001,0.05710937499999994
20191015,0.04425937500000008,0.1301625,0.03564374999999996,0.2100656250000001,0.058390624999999946
20191016,0.04345312500000008,0.12869999999999998,0.03764687499999997,0.2098000000000001,0.05693749999999994
20191017,0.040700000000000076,0.119746875,0.040818749999999966,0.20126562500000011,0.05040624999999994
20191018,0.03689375000000007,0.105534375,0.04307812499999997,0.18550625000000012,0.04220937499999994
20191019,0.033731250000000074,0.09438749999999999,0.041906249999999964,0.17002500000000012,0.034574999999999946
20191020,0.032081250000000075,0.09432812499999998,0.03664374999999996,0.1630531250000001,0.026928124999999945
20191021,0.031890625000000075,0.106253125,0.028440624999999962,0.1665843750000001,0.025503124999999946
20191022,0.032903125000000075,0.123525,0.019284374999999965,0.1757125000000001,0.039181249999999945
20191023,0.034587500000000077,0.14178749999999998,0.011278124999999962,0.18765312500000011,0.06414062499999995
20191024,0.035837500000000085,0.164246875,0.005984374999999962,0.2060687500000001,0.08388749999999995
20191025,0.03560937500000008,0.18966875,0.0042624999999999625,0.2295406250000001,0.08558437499999995
20191026,0.03401250000000008,0.20602499999999999,0.006387499999999963,0.2464250000000001,0.07285624999999996
20191027,0.03231875000000008,0.20597187499999997,0.011693749999999961,0.24998437500000006,0.06175312499999995
20191028,0.031893750000000075,0.19773749999999998,0.01855937499999996,0.24819062500000008,0.06432812499999996
20191029,0.03349062500000008,0.19301249999999998,0.024912499999999962,0.25141562500000014,0.07532812499999994
20191030,0.03674062500000008,0.19181562499999996,0.028965624999999967,0.2575218750000001,0.07953749999999994
20191031,0.03990625000000008,0.18554999999999996,0.030156249999999964,0.25561250000000013,0.07375624999999994
20191101,0.041221875000000074,0.16844687499999997,0.02876249999999996,0.23843125000000012,0.06704062499999994
20191102,0.04055000000000007,0.14098124999999997,0.025315624999999967,0.20684687500000015,0.06057499999999995
20191103,0.038943750000000076,0.10869062499999997,0.021118749999999967,0.16875312500000017,0.04861249999999995
20191104,0.03688437500000007,0.08281874999999997,0.017456249999999965,0.13715937500000014,0.03506249999999994
20191104,0.03419687500000007,0.07446874999999997,0.014778124999999965,0.12344375000000014,0.029634374999999942
20191105,0.03165625000000007,0.08202812499999998,0.013834374999999963,0.12751875000000015,0.03258437499999994
20191106,0.030400000000000076,0.09703437499999998,0.016262499999999964,0.14369687500000014,0.038356249999999946
20191107,0.03006250000000008,0.117140625,0.022653124999999965,0.16985625000000013,0.04669999999999995
20191108,0.03006562500000008,0.13671562499999998,0.030459374999999962,0.1972406250000001,0.057046874999999955
20191109,0.030900000000000077,0.14723437499999997,0.036165624999999965,0.21430000000000013,0.06350937499999995
20191110,0.032653125000000074,0.15293437499999996,0.03859687499999997,0.22418437500000013,0.06469374999999997
20191111,0.03468437500000007,0.16130624999999998,0.038565624999999965,0.23455625000000013,0.06484999999999996
20191112,0.03615000000000007,0.166328125,0.03791874999999996,0.24039687500000012,0.06461874999999995
20191113,0.03568125000000007,0.15736562499999998,0.03874374999999996,0.23179062500000014,0.06303749999999995
20191114,0.032781250000000074,0.13888437499999998,0.041278124999999964,0.21294375000000015,0.06139687499999996
20191115,0.029503125000000074,0.12822499999999998,0.04360937499999997,0.20133750000000017,0.05838124999999996
20191116,0.02826875000000007,0.13027499999999997,0.04377812499999997,0.20232187500000015,0.05146562499999996
20191117,0.02910312500000007,0.13175312499999997,0.040821874999999966,0.20167812500000015,0.043934374999999956
20191118,0.03083437500000007,0.125409375,0.034462499999999965,0.19070625000000016,0.04216874999999995
20191119,0.03307812500000007,0.11895312499999998,0.025509374999999966,0.17754062500000017,0.046099999999999954
20191120,0.03566562500000007,0.11912499999999998,0.016399999999999967,0.17119062500000015,0.04913749999999995
20191121,0.037331250000000066,0.12447187499999998,0.009893749999999965,0.17169687500000017,0.04833749999999995
20191122,0.036428125000000075,0.13237187499999997,0.006824999999999966,0.17562500000000017,0.04775312499999995
20191123,0.033165625000000074,0.14151249999999999,0.006406249999999966,0.18108437500000016,0.05129062499999995
20191124,0.029646875000000072,0.1475375,0.008503124999999966,0.18568750000000014,0.057337499999999944
20191125,0.02743125000000007,0.14539687499999998,0.013662499999999966,0.18649062500000013,0.06072499999999994
20191126,0.026509375000000068,0.135809375,0.021384374999999966,0.18370312500000013,0.05795937499999994
20191127,0.02637500000000007,0.123221875,0.029943749999999963,0.17954062500000015,0.05041562499999995
20191128,0.02682812500000007,0.11356562499999999,0.03760624999999996,0.17800000000000016,0.043337499999999946
20191129,0.02760312500000007,0.11355624999999998,0.043437499999999955,0.18459687500000016,0.04116249999999995
20191130,0.027756250000000066,0.12271874999999997,0.04686562499999996,0.19734062500000016,0.044462499999999947
20191201,0.026393750000000066,0.13259374999999995,0.047318749999999965,0.2063062500000002,0.051031249999999945
20191202,0.02404062500000007,0.138028125,0.045328124999999955,0.2073968750000002,0.05737187499999995
20191203,0.02208125000000007,0.140765625,0.04237812499999996,0.20522500000000019,0.06088437499999994
20191204,0.02102500000000007,0.14352812499999998,0.03950624999999996,0.20405937500000018,0.06147812499999994
20191205,0.020159375000000073,0.14785312499999997,0.038093749999999954,0.20610625000000019,0.06192499999999993
20191206,0.01885937500000007,0.153634375,0.039981249999999954,0.2124750000000002,0.06604062499999992
20191207,0.01796562500000007,0.158253125,0.045174999999999965,0.22139375000000017,0.07172499999999993
20191208,0.01874062500000007,0.16069374999999997,0.05130312499999996,0.23073750000000015,0.07171562499999992
20191209,0.02073437500000007,0.16096875,0.05561249999999996,0.23731562500000014,0.06505624999999993
20191210,0.02252500000000007,0.155771875,0.057362499999999955,0.23565937500000014,0.05861874999999992
20191211,0.02324375000000007,0.14546875,0.05771562499999995,0.22642812500000015,0.057134374999999925
20191212,0.02255625000000007,0.13737812500000002,0.05669687499999995,0.21663125000000014,0.05848124999999993
20191213,0.02113750000000007,0.13325312499999997,0.05301874999999996,0.20740937500000015,0.05748124999999993
20191214,0.020215625000000067,0.12594999999999998,0.04701249999999996,0.19317812500000014,0.05258124999999993
20191215,0.02004375000000007,0.11359062499999999,0.04030312499999996,0.17393750000000013,0.048362499999999926
20191216,0.02079687500000007,0.104959375,0.03364999999999996,0.15940625000000014,0.04751874999999992
20191217,0.023453125000000068,0.107703125,0.027237499999999956,0.1583937500000001,0.04669999999999992
20191218,0.02787500000000007,0.11939374999999999,0.02179374999999996,0.16906250000000012,0.04602499999999992
20191219,0.031853125000000065,0.13220624999999997,0.018662499999999957,0.18272187500000014,0.04906249999999992
20191220,0.03300000000000007,0.1409,0.019037499999999957,0.19293750000000015,0.05324999999999992
20191221,0.03086562500000007,0.14294375,0.022343749999999954,0.19615312500000015,0.05495937499999992
20191222,0.026937500000000066,0.138815625,0.025612499999999955,0.19136562500000015,0.05656562499999992
20191223,0.02287187500000007,0.13613437500000003,0.026671874999999956,0.18567812500000014,0.05938749999999991
20191224,0.01965937500000007,0.141265625,0.027290624999999957,0.1882156250000001,0.06004374999999992
20191225,0.017912500000000067,0.14977812500000004,0.03039687499999996,0.19808750000000014,0.05854999999999992
20191226,0.01750625000000007,0.15476250000000003,0.03571562499999996,0.20798437500000017,0.05997187499999991
20191227,0.017343750000000067,0.15399687499999998,0.04052187499999996,0.21186250000000012,0.0643593749999999
20191228,0.016203125000000068,0.14944375,0.043193749999999954,0.2088406250000001,0.0660468749999999
